Date,Species,Tree No,RZ_No,Height,Ht Adj, Rbar_Ht,Dia_1,Dia_2,DRC (cm),PrevDen,Cur_Den,Delta,Accum Dif,Cur DBH,Comments,,
8/6/2006,JUMO,192,4219,NA,0,NA,NA,NA,30.3,3.9,6.7,2.8,1.2,30.34,NA,,
8/6/2006,JUMO,193,4345,NA,0,NA,NA,NA,25.2,5,6.6,1.6,0.6,25.22,NA,,
8/6/2006,PIED,194,NA,NA,0,NA,NA,NA,7.9,5.5,9.6,4.1,3.6,8.01,NA,,
8/6/2006,JUMO,195,4196,NA,0,NA,NA,NA,13.4,5.5,9.1,3.6,3.1,13.5,NA,,
8/6/2006,PIED,196,NA,NA,0,NA,NA,NA,9.4,6,9.5,3.5,4,9.53,NA,,
8/6/2006,JUMO,197,NA,NA,0,NA,NA,NA,17.6,5.8,7.2,1.4,1.8,17.66,NA,,
8/6/2006,PIED,198,4115,NA,0,NA,NA,NA,16.2,7,10.3,3.3,4.4,16.34,NA,,
8/6/2006,PIED,199,NA,NA,0,NA,NA,NA,7,5.5,6.1,0.6,1.3,7.04,NA,,
8/6/2006,PIED,200,NA,NA,0,NA,NA,NA,10.4,6.3,8.9,2.6,3.9,10.52,NA,,
9/6/2006,PIED,160,NA,NA,0,NA,NA,NA,34.3,19.9,20.8,0.9,7.6,34.54,NA,,
9/6/2006,JUMO,161,4124,NA,0,NA,NA,NA,20,8.7,9.1,0.4,3.3,20.11,NA,,
9/6/2006,PIED,162,NA,NA,0,NA,NA,NA,14.1,7.7,8.6,0.9,3.6,14.21,NA,,
9/6/2006,PIED,163,4148,NA,0,NA,NA,NA,20.3,9.1,9.5,0.4,4.5,20.44,NA,,
9/6/2006,JUMO,164,4171,NA,0,NA,NA,NA,19.2,7.7,7.4,-0.3,1.4,19.24,NA,,
9/6/2006,JUMO,165,NA,NA,0,NA,NA,NA,30.3,10.2,11,0.8,4.2,30.43,NA,,
9/6/2006,PIED,166,NA,NA,0,NA,NA,NA,29.5,7.9,7.9,0,2.5,29.58,NA,,
9/6/2006,PIED,167,NA,NA,0,NA,NA,NA,9,5.2,6.5,1.3,3.6,9.11,NA,,
9/6/2006,PIED,168,NA,NA,0,NA,NA,NA,26.6,9.2,9.3,0.1,3.3,26.71,NA,,
9/6/2006,JUMO,169,NA,NA,0,NA,NA,NA,26.8,4.8,7,2.2,1,26.83,NA,,
9/6/2006,JUMO,170,NA,NA,0,NA,NA,NA,26.4,9.7,10.5,0.8,4.9,26.56,NA,,
9/6/2006,JUMO,171,NA,NA,0,NA,NA,NA,27.6,5.8,5.1,-0.7,-0.9,27.57,NA,,
9/6/2006,PIED,172,NA,NA,0,NA,NA,NA,25.5,12.5,12.3,-0.2,4.7,25.65,NA,,
9/6/2006,PIED,173,NA,NA,0,NA,NA,NA,6.1,7.7,8.7,1,3.9,6.22,NA,,
9/6/2006,JUMO,174,NA,NA,0,NA,NA,NA,14.65,5.5,6,0.5,1.9,14.71,NA,,
9/6/2006,JUMO,175,NA,NA,0,NA,NA,NA,34.5,10.6,13.7,3.1,5.9,34.69,NA,,
9/6/2006,JUMO,176,4369,NA,0,NA,NA,NA,15.9,4.9,5.8,0.9,0.1,15.9,NA,,
9/6/2006,JUMO,177,NA,NA,0,NA,NA,NA,24.8,6.8,6,-0.8,2.5,24.88,NA,,
9/6/2006,PIED,178,NA,NA,0,NA,NA,NA,15.6,9.4,11,1.6,5.2,15.77,NA,,
9/6/2006,PIED,179,NA,NA,0,NA,NA,NA,5.4,7.3,8,0.7,3.3,5.51,NA,,
9/6/2006,JUMO,180,4178,NA,0,NA,NA,NA,16.5,7,7.4,0.4,2.2,16.57,NA,,
9/6/2006,PIED,181,4182,NA,0,NA,NA,NA,22.9,10.8,12.5,1.7,7,23.12,NA,,
9/6/2006,JUMO,182,4181,NA,0,NA,NA,NA,15.7,6,6.4,0.4,0.6,15.72,NA,,
9/6/2006,JUMO,183,4213,NA,0,NA,NA,NA,21.7,4.6,5.5,0.9,1,21.73,NA,,
9/6/2006,JUMO,184,4138,NA,0,NA,NA,NA,15.7,6.4,6.9,0.5,0.7,15.72,NA,,
9/6/2006,PIED,185,4191,NA,0,NA,NA,NA,15.1,9.7,11.5,1.8,6.8,15.32,NA,,
9/6/2006,PIED,186,4314,NA,0,NA,NA,NA,12.8,10.1,12.5,2.4,6.5,13.01,NA,,
9/6/2006,JUMO,187,4328,NA,0,NA,NA,NA,24.4,6.1,6,-0.1,1.4,24.44,NA,,
9/6/2006,PIED,188,4342,NA,0,NA,NA,NA,32.6,13.4,19,5.6,11.4,32.96,NA,,
9/6/2006,PIED,189,NA,NA,0,NA,NA,NA,19.4,9.3,10,0.7,3.9,19.52,NA,,
9/6/2006,PIED,190,NA,NA,0,NA,NA,NA,12.27,6.5,6.4,-0.1,1.4,12.31,NA,,
9/6/2006,JUMO,191,4080,NA,0,NA,NA,NA,19.7,6.8,7.5,0.7,0.5,19.72,NA,,
9/6/2006,JUMO,192,4219,NA,0,NA,NA,NA,30.3,6.7,8.4,1.7,2.9,30.39,NA,,
9/6/2006,JUMO,193,4345,NA,0,NA,NA,NA,25.2,6.6,7.5,0.9,1.5,25.25,NA,,
9/6/2006,PIED,194,NA,NA,0,NA,NA,NA,7.9,9.6,11.1,1.5,5.1,8.06,NA,,
9/6/2006,JUMO,195,4196,NA,0,NA,NA,NA,13.4,9.1,9.4,0.3,3.4,13.51,NA,,
9/6/2006,PIED,196,NA,NA,0,NA,NA,NA,9.4,9.5,10.8,1.3,5.3,9.57,NA,,
9/6/2006,JUMO,197,NA,NA,0,NA,NA,NA,17.6,7.2,6.4,-0.8,1,17.63,NA,,
9/6/2006,PIED,198,4115,NA,0,NA,NA,NA,16.2,10.3,10.7,0.4,4.8,16.35,NA,,
9/6/2006,PIED,199,NA,NA,0,NA,NA,NA,7,6.1,6.7,0.6,1.9,7.06,NA,,
9/6/2006,PIED,200,NA,NA,0,NA,NA,NA,10.4,8.9,10.5,1.6,5.5,10.58,NA,,
10/17/2006,PIED,160,NA,NA,0,NA,NA,NA,34.3,20.8,21.4,0.6,8.2,34.56,NA,,
10/17/2006,JUMO,161,4124,NA,0,NA,NA,NA,20,9.1,10,0.9,4.2,20.13,NA,,
10/17/2006,PIED,162,NA,NA,0,NA,NA,NA,14.1,8.6,8.9,0.3,3.9,14.22,NA,,
10/17/2006,PIED,163,4148,NA,0,NA,NA,NA,20.3,9.5,9.6,0.1,4.6,20.45,NA,,
10/17/2006,JUMO,164,4171,NA,0,NA,NA,NA,19.2,7.4,7.9,0.5,1.9,19.26,NA,,
10/17/2006,JUMO,165,NA,NA,0,NA,NA,NA,30.3,11,11.5,0.5,4.7,30.45,NA,,
10/17/2006,PIED,166,NA,NA,0,NA,NA,NA,29.5,7.9,7.3,-0.6,1.9,29.56,NA,,
10/17/2006,PIED,167,NA,NA,0,NA,NA,NA,9,6.5,6.1,-0.4,3.2,9.1,NA,,
10/17/2006,PIED,168,NA,NA,0,NA,NA,NA,26.6,9.3,8.7,-0.6,2.7,26.69,NA,,
10/17/2006,JUMO,169,NA,NA,0,NA,NA,NA,26.8,7,8.3,1.3,2.3,26.87,NA,,
10/17/2006,JUMO,170,NA,NA,0,NA,NA,NA,26.4,10.5,9.9,-0.6,4.3,26.54,NA,,
10/17/2006,JUMO,171,NA,NA,0,NA,NA,NA,27.6,5.1,4.2,-0.9,-1.8,27.54,NA,,
10/17/2006,PIED,172,NA,NA,0,NA,NA,NA,25.5,12.3,11.5,-0.8,3.9,25.62,NA,,
10/17/2006,PIED,173,NA,NA,0,NA,NA,NA,6.1,8.7,8.2,-0.5,3.4,6.21,NA,,
10/17/2006,JUMO,174,NA,NA,0,NA,NA,NA,14.65,6,11,5,6.9,14.87,NA,,
10/17/2006,JUMO,175,NA,NA,0,NA,NA,NA,34.5,13.7,16.6,2.9,8.8,34.78,NA,,
10/17/2006,JUMO,176,4369,NA,0,NA,NA,NA,15.9,5.8,6.4,0.6,0.7,15.92,NA,,
10/17/2006,JUMO,177,NA,NA,0,NA,NA,NA,24.8,6,6.1,0.1,2.6,24.88,NA,,
10/17/2006,PIED,178,NA,NA,0,NA,NA,NA,15.6,11,12.2,1.2,6.4,15.8,NA,,
10/17/2006,PIED,179,NA,NA,0,NA,NA,NA,5.4,8,7.8,-0.2,3.1,5.5,NA,,
10/17/2006,JUMO,180,4178,NA,0,NA,NA,NA,16.5,7.4,8,0.6,2.8,16.59,NA,,
10/17/2006,PIED,181,4182,NA,0,NA,NA,NA,22.9,12.5,12.8,0.3,7.3,23.13,NA,,
10/17/2006,JUMO,182,4181,NA,0,NA,NA,NA,15.7,6.4,5.9,-0.5,0.1,15.7,NA,,
10/17/2006,JUMO,183,4213,NA,0,NA,NA,NA,21.7,5.5,6.3,0.8,1.8,21.76,NA,,
10/17/2006,JUMO,184,4138,NA,0,NA,NA,NA,15.7,6.9,7.2,0.3,1,15.73,NA,,
10/17/2006,PIED,185,4191,NA,0,NA,NA,NA,15.1,11.5,12.4,0.9,7.7,15.35,NA,,
10/17/2006,PIED,186,4314,NA,0,NA,NA,NA,12.8,12.5,12.7,0.2,6.7,13.01,NA,,
10/17/2006,JUMO,187,4328,NA,0,NA,NA,NA,24.4,6,6.4,0.4,1.8,24.46,NA,,
10/17/2006,PIED,188,4342,NA,0,NA,NA,NA,32.6,19,18.7,-0.3,11.1,32.95,NA,,
10/17/2006,PIED,189,NA,NA,0,NA,NA,NA,19.4,10,9.6,-0.4,3.5,19.51,NA,,
10/17/2006,PIED,190,NA,NA,0,NA,NA,NA,12.27,6.4,5.8,-0.6,0.8,12.3,NA,,
10/17/2006,JUMO,191,4080,NA,0,NA,NA,NA,19.7,7.5,7.6,0.1,0.6,19.72,NA,,
10/17/2006,JUMO,192,4219,NA,0,NA,NA,NA,30.3,8.4,9,0.6,3.5,30.41,NA,,
10/17/2006,JUMO,193,4345,NA,0,NA,NA,NA,25.2,7.5,9.2,1.7,3.2,25.3,NA,,
10/17/2006,PIED,194,NA,NA,0,NA,NA,NA,7.9,11.1,11.5,0.4,5.5,8.08,NA,,
10/17/2006,JUMO,195,4196,NA,0,NA,NA,NA,13.4,9.4,9.1,-0.3,3.1,13.5,NA,,
10/17/2006,PIED,196,NA,NA,0,NA,NA,NA,9.4,10.8,11.6,0.8,6.1,9.59,NA,,
10/17/2006,JUMO,197,NA,NA,0,NA,NA,NA,17.6,6.4,6.9,0.5,1.5,17.65,NA,,
10/17/2006,PIED,198,4115,NA,0,NA,NA,NA,16.2,10.7,10.2,-0.5,4.3,16.34,NA,,
10/17/2006,PIED,199,NA,NA,0,NA,NA,NA,7,6.7,7.6,0.9,2.8,7.09,NA,,
10/17/2006,PIED,200,NA,NA,0,NA,NA,NA,10.4,10.5,10.6,0.1,5.6,10.58,NA,,
11/17/2006,PIED,160,NA,NA,0,NA,NA,NA,34.3,21.4,21.4,0,8.2,34.56,NA,,
11/17/2006,JUMO,161,4124,NA,0,NA,NA,NA,20,10,9.9,-0.1,4.1,20.13,NA,,
11/17/2006,PIED,162,NA,NA,0,NA,NA,NA,14.1,8.9,9,0.1,4,14.23,NA,,
11/17/2006,PIED,163,4148,NA,0,NA,NA,NA,20.3,9.6,9.5,-0.1,4.5,20.44,NA,,
11/17/2006,JUMO,164,4171,NA,0,NA,NA,NA,19.2,7.9,7.9,0,1.9,19.26,NA,,
11/17/2006,JUMO,165,NA,NA,0,NA,NA,NA,30.3,11.5,11.5,0,4.7,30.45,NA,,
11/17/2006,PIED,166,NA,NA,0,NA,NA,NA,29.5,7.3,5,-2.3,-0.4,29.49,NA,,
11/17/2006,PIED,167,NA,NA,0,NA,NA,NA,9,6.1,5,-1.1,2.1,9.07,NA,,
11/17/2006,PIED,168,NA,NA,0,NA,NA,NA,26.6,8.7,6.7,-2,0.7,26.62,NA,,
11/17/2006,JUMO,169,NA,NA,0,NA,NA,NA,26.8,8.3,8.1,-0.2,2.1,26.87,NA,,
11/17/2006,JUMO,170,NA,NA,0,NA,NA,NA,26.4,9.9,9.4,-0.5,3.8,26.52,NA,,
11/17/2006,JUMO,171,NA,NA,0,NA,NA,NA,27.6,4.2,2.8,-1.4,-3.2,27.5,NA,,
11/17/2006,PIED,172,NA,NA,0,NA,NA,NA,25.5,11.5,9.4,-2.1,1.8,25.56,NA,,
11/17/2006,PIED,173,NA,NA,0,NA,NA,NA,6.1,8.2,6.9,-1.3,2.1,6.17,NA,,
11/17/2006,JUMO,174,NA,NA,0,NA,NA,NA,14.65,11,5.3,-5.7,1.2,14.69,NA,,
11/17/2006,JUMO,175,NA,NA,0,NA,NA,NA,34.5,16.6,16.5,-0.1,8.7,34.78,NA,,
11/17/2006,JUMO,176,4369,NA,0,NA,NA,NA,15.9,6.4,6.5,0.1,0.8,15.93,NA,,
11/17/2006,JUMO,177,NA,NA,0,NA,NA,NA,24.8,6.1,4.9,-1.2,1.4,24.84,NA,,
11/17/2006,PIED,178,NA,NA,0,NA,NA,NA,15.6,12.2,12.1,-0.1,6.3,15.8,NA,,
11/17/2006,PIED,179,NA,NA,0,NA,NA,NA,5.4,7.8,7,-0.8,2.3,5.47,NA,,
11/17/2006,JUMO,180,4178,NA,0,NA,NA,NA,16.5,8,8,0,2.8,16.59,NA,,
11/17/2006,PIED,181,4182,NA,0,NA,NA,NA,22.9,12.8,12.7,-0.1,7.2,23.13,NA,,
11/17/2006,JUMO,182,4181,NA,0,NA,NA,NA,15.7,5.9,5.8,-0.1,0,15.7,NA,,
11/17/2006,JUMO,183,4213,NA,0,NA,NA,NA,21.7,6.3,6.3,0,1.8,21.76,NA,,
11/17/2006,JUMO,184,4138,NA,0,NA,NA,NA,15.7,7.2,7.4,0.2,1.2,15.74,NA,,
11/17/2006,PIED,185,4191,NA,0,NA,NA,NA,15.1,12.4,12.4,0,7.7,15.35,NA,,
11/17/2006,PIED,186,4314,NA,0,NA,NA,NA,12.8,12.7,10.9,-1.8,4.9,12.96,NA,,
11/17/2006,JUMO,187,4328,NA,0,NA,NA,NA,24.4,6.4,6.6,0.2,2,24.46,NA,,
